,GFC Proxy-Daily
2015-04-06,-0.021652022497041862
2015-04-07,0.017539690505612476
2015-04-08,0.02047579600918213
2015-04-09,0.05570550261229491
2015-04-10,0.08951014804375972
2015-04-12,0.08831893724577917
2015-04-13,0.10311084782321366
2015-04-14,0.08862185257231574
2015-04-15,0.11022663284893784
2015-04-16,0.09986994121671369
2015-04-17,0.022528826066955727
2015-04-19,0.022596327876852545
2015-04-20,0.04210907550709506
2015-04-21,0.05702157250106519
2015-04-22,0.05960842726817099
2015-04-23,0.07166547822835809
2015-04-24,0.10049670093055194
2015-04-26,0.09964471953064617
2015-04-27,0.11456763287819453
2015-04-28,0.08400934009337536
2015-04-29,0.020701619718359494
2015-04-30,0.007276881849326058
2015-05-01,0.015532608932354698
2015-05-03,0.014062136795923684
2015-05-04,0.04435078639613741
2015-05-05,-0.004582982200913425
2015-05-06,-0.026555925081298077
2015-05-07,-0.03024073598751986
2015-05-08,0.034839841059293726
2015-05-10,0.03358245954192903
2015-05-11,0.03580814365522132
2015-05-12,0.008030509003775626
2015-05-13,0.011369585761535994
2015-05-14,0.03021791433353245
2015-05-15,0.03746833494219387
2015-05-17,0.036518952468536724
2015-05-18,0.043720684407048765
2015-05-19,0.06683003934074526
2015-05-20,0.05874961297786068
2015-05-21,0.0671398031365658
2015-05-22,0.06132150720192288
2015-05-24,0.0599680930908321
2015-05-25,0.039854172401150974
2015-05-26,-0.005665397760767271
2015-05-27,0.03201958995040705
2015-05-28,0.008240730907248745
2015-05-29,-0.04020827536848078
2015-05-31,-0.04167422785680818
2015-06-01,-0.03739672092778308
2015-06-02,-0.032408290585387765
2015-06-03,-0.029652168228077414
2015-06-04,-0.06682548309959592
2015-06-05,-0.10156051871835821
2015-06-07,-0.1030692120786926
2015-06-08,-0.1488111197542941
2015-06-09,-0.16131507674695209
2015-06-10,-0.11031022148535276
2015-06-11,-0.08518671288151057
2015-06-12,-0.12738895191535568
2015-06-14,-0.128183186984283
2015-06-15,-0.18846882811085236
2015-06-16,-0.17844777521549376
2015-06-17,-0.19595107165476217
2015-06-18,-0.1783412474365231
2015-06-19,-0.18480217511102118
2015-06-21,-0.18660448646661545
2015-06-22,-0.09913985646511837
2015-06-23,-0.07012470866357542
2015-06-24,-0.08897582230392743
2015-06-25,-0.10921512289590472
2015-06-26,-0.103923181477938
2015-06-28,-0.10572301638990825
2015-06-29,-0.22254159689845668
2015-06-30,-0.21757748542496788
2015-07-01,-0.18570825155794193
2015-07-02,-0.19358301047835622
2015-07-03,-0.2183883082895617
2015-07-05,-0.2195319009888612
2015-07-06,-0.2772850137503048
2015-07-07,-0.32421933409523457
2015-07-08,-0.3599210593444261
2015-07-09,-0.291960282271337
2015-07-10,-0.20958098551948118
2015-07-12,-0.21091481519450916
2015-07-13,-0.146884733133253
2015-07-14,-0.13480871175948822
2015-07-15,-0.13082631128602626
2015-07-16,-0.08525421082998251
2015-07-17,-0.08500398609137727
2015-07-20,-0.08612922840658573
2015-07-21,-0.10104004305507186
2015-07-22,-0.13362245539517775
2015-07-23,-0.1532235467803787
2015-07-24,-0.20048275311210856
2015-07-26,-0.20196797848325487
2015-07-27,-0.2828606818668595
2015-07-28,-0.25050685485568486
2015-07-29,-0.2133013039307229
2015-07-30,-0.20571055051026368
2015-07-31,-0.19000575935212707
2015-08-02,-0.19231877618816248
2015-08-03,-0.21739695944509888
2015-08-04,-0.21824026087032392
2015-08-05,-0.19358351318318245
2015-08-06,-0.2148246118537786
2015-08-07,-0.2358457064711221
2015-08-09,-0.23690720026288828
2015-08-10,-0.19144163662372662
2015-08-11,-0.24354572845344002
2015-08-12,-0.32176439186775185
2015-08-13,-0.293170205497988
2015-08-14,-0.3013790153586888
2015-08-16,-0.30346305983793265
2015-08-17,-0.3042599788401894
2015-08-18,-0.3310500964137133
2015-08-19,-0.38875391207339377
2015-08-20,-0.46873253528047887
2015-08-21,-0.5958973836352957
2015-08-23,-0.5994915565454847
2015-08-24,-0.8455193546714159
2015-08-25,-0.728689274825131
2015-08-26,-0.716124020991415
2015-08-27,-0.5755036646947994
2015-08-28,-0.5507245982373257
2015-08-30,-0.551582473240077
2015-08-31,-0.5603201460674092
2015-09-01,-0.6787200841301424
2015-09-02,-0.6584996158197723
2015-09-03,-0.590236355129363
2015-09-04,-0.6752483650231124
2015-09-06,-0.6762788357764392
2015-09-07,-0.6793715583471789
2015-09-08,-0.6163169877925427
2015-09-09,-0.5803450489457127
2015-09-10,-0.6004873594402032
2015-09-11,-0.6241581041442856
2015-09-13,-0.625607088536379
2015-09-14,-0.640154322530991
2015-09-15,-0.6185852875328726
2015-09-16,-0.5580520145035599
2015-09-17,-0.5518896211101848
2015-09-18,-0.6124321334376921
2015-09-20,-0.6141313332580565
2015-09-21,-0.6072117139605335
2015-09-22,-0.7135086553171955
2015-09-23,-0.7322112393633892
2015-09-24,-0.7880520295851395
2015-09-25,-0.720608558618036
2015-09-28,-0.8104016525378918
2015-09-29,-0.816392883525543
2015-09-30,-0.7415117554569716
2015-10-01,-0.7504737744557753
2015-10-02,-0.7193455001630223
2015-10-04,-0.7204477733741784
